"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.700147620E1,2.469582796E0,5.260892391E0,4.788854122E0
2.701814214E1,3.106461525E0,5.283969402E0,4.889294147E0
2.703480807E1,3.906494141E0,5.328855515E0,5.087410450E0
2.705147401E1,4.495044708E0,5.231868267E0,5.489714146E0
2.706813995E1,4.638696671E0,5.273396969E0,5.714869976E0
2.708480589E1,4.802267551E0,5.368053436E0,6.272209644E0
2.710147182E1,5.140756130E0,5.395365238E0,6.919090748E0
2.711813776E1,5.195306778E0,5.641672611E0,6.223126888E0
2.713480370E1,4.835114956E0,5.849298954E0,4.567647457E0
2.715146964E1,4.506251812E0,6.085246563E0,4.287123203E0
2.716813557E1,3.518262148E0,7.494808197E0,7.915673733E0
2.718480151E1,2.130048752E0,1.132563782E1,1.220344448E1
2.720146745E1,4.760115147E0,1.317011929E1,8.364087105E0
2.721813339E1,5.026544571E0,1.208748341E1,1.112904072E0
2.723479932E1,3.989447355E0,1.177850342E1,3.949310303E0
2.725146526E1,3.367999792E0,1.172176361E1,8.590907097E0
2.726813120E1,2.663139105E0,1.102459621E1,4.233743191E0
2.728479714E1,2.023233175E0,1.061687756E1,2.259735107E0
2.730146307E1,1.602480531E0,1.054675388E1,4.732166767E0
2.731812901E1,1.375223994E0,1.034797955E1,5.838647842E0
2.733479495E1,1.615382552E0,9.223130226E0,4.830147266E0
2.735146089E1,1.927390456E0,7.607539654E0,3.515732765E0
2.736812682E1,2.125260592E0,6.312262058E0,3.035220385E0
2.738479276E1,1.973300099E0,5.958540440E0,3.315045118E0
2.740145870E1,1.293925285E0,6.795110703E0,3.619678736E0
2.741812464E1,7.083969712E-1,7.890583038E0,3.794714689E0
2.743479057E1,6.957791448E-1,8.334719658E0,4.082107544E0
2.745145651E1,8.544146419E-1,8.453080177E0,4.148164272E0
2.746812245E1,9.169085026E-1,8.457324028E0,4.005127430E0
2.748478839E1,8.870623112E-1,8.405600548E0,3.725982666E0
2.750145432E1,1.155919433E0,8.203006744E0,3.528449774E0
2.751812026E1,1.796551347E0,7.856103420E0,3.287531614E0
2.753478620E1,2.065184355E0,7.898409367E0,2.989585161E0
2.755145214E1,1.724962711E0,8.258075714E0,2.986717224E0
2.756811807E1,1.458991051E0,8.384736061E0,3.449427366E0
2.758478401E1,1.473392844E0,8.130257607E0,3.840577364E0
2.760144995E1,1.676915646E0,8.006520271E0,3.613587618E0
2.761811589E1,1.978036284E0,8.084141731E0,3.105487823E0
2.763478182E1,2.057461500E0,8.292735100E0,2.666685343E0
2.765144776E1,1.837705016E0,8.423778534E0,2.582016706E0
2.766811370E1,1.549132228E0,8.394213676E0,2.699750185E0
2.768477964E1,1.537119508E0,8.444209099E0,2.826401472E0
2.770144557E1,1.491273761E0,8.513960838E0,2.903191805E0
2.771811151E1,1.446930289E0,8.680136681E0,2.911689043E0
2.773477745E1,1.470030189E0,9.011660576E0,2.793227196E0
2.775144339E1,1.565137506E0,9.176208496E0,2.673363924E0
2.776810932E1,1.953910470E0,9.249958992E0,2.588299990E0
2.778477526E1,2.152711868E0,9.396964073E0,2.939525366E0
2.780144120E1,1.969720006E0,9.474770546E0,3.185722589E0
2.781810714E1,1.926378608E0,9.305704117E0,2.898545027E0
2.783477307E1,2.059668303E0,9.105739594E0,2.612905979E0
2.785143901E1,2.202547312E0,9.104556084E0,2.487195730E0
2.786810495E1,2.115078926E0,9.244907379E0,2.422945738E0
2.788477089E1,2.011734724E0,9.394989967E0,2.609295130E0
2.790143682E1,2.066690922E0,9.415239334E0,2.668526888E0
2.791810276E1,2.111544847E0,9.431697845E0,2.412205458E0
2.793476870E1,2.473345995E0,9.658901215E0,2.371500015E0
2.795143464E1,2.991835833E0,1.013531017E1,2.748473406E0
2.796810057E1,3.193298340E0,1.054450989E1,3.222152472E0
2.798476651E1,2.904672861E0,1.093658161E1,3.431021929E0
2.800143245E1,2.316753626E0,1.143848419E1,3.347852945E0
2.801809839E1,2.178706408E0,1.217880535E1,2.523905993E0
2.803476432E1,2.248003483E0,1.284852886E1,1.793436170E0
2.805143026E1,2.176157236E0,1.332852840E1,2.008869171E0
2.806809620E1,1.914152503E0,1.367122173E1,2.855667114E0
2.808476214E1,1.484660745E0,1.391907597E1,3.299552679E0
2.810142807E1,9.681085944E-1,1.403133392E1,2.644289255E0
2.811809401E1,1.908073276E-1,1.359975910E1,1.399877667E0
2.813475995E1,-3.221379519E-1,1.262919140E1,9.608028531E-1
2.815142589E1,-2.053109407E-1,1.141687107E1,1.410212874E0
2.816809182E1,9.790208936E-2,1.002798939E1,2.499686003E0
2.818475776E1,1.619750112E-1,8.891361237E0,3.997243166E0
2.820142370E1,-1.868453026E-1,8.497234344E0,5.493967533E0
2.821808964E1,-5.652196407E-1,8.827332497E0,5.941410542E0
2.823475557E1,-3.178456426E-1,9.399037361E0,4.727584839E0
2.825142151E1,4.549500942E-1,9.667115211E0,3.187868834E0
2.826808745E1,1.058451772E0,9.359190941E0,2.728928804E0
2.828475339E1,1.021639228E0,9.292789459E0,3.065695524E0
2.830141932E1,7.199478149E-1,9.602810860E0,4.033967495E0
2.831808526E1,2.557314336E-1,9.729827881E0,4.093035698E0
2.833475120E1,6.207315251E-2,9.057528496E0,3.245398760E0
2.835141714E1,3.470482826E-1,8.011931419E0,2.680439711E0
2.836808307E1,9.596459866E-1,7.398827076E0,3.376780748E0
2.838474901E1,1.083923459E0,7.403923035E0,4.348758221E0
2.840141495E1,9.231335521E-1,7.408627033E0,4.075393200E0
2.841808089E1,1.008942127E0,7.348001957E0,4.019968033E0
2.843474682E1,1.371754169E0,7.399938583E0,5.442127228E0
2.845141276E1,1.842340112E0,7.576226711E0,7.567754745E0
2.846807870E1,1.537220359E0,7.568975925E0,7.602758408E0
2.848474464E1,6.038646698E-1,7.159500599E0,5.766571522E0
2.850141057E1,6.258103997E-2,6.695273876E0,4.349840164E0
2.851807651E1,1.915463209E-1,6.450967312E0,3.503551722E0
2.853474245E1,7.872586250E-1,5.929084778E0,2.180611610E0
2.855140839E1,1.675688744E0,5.595433712E0,1.301409841E0
2.856807432E1,2.307127714E0,5.766491413E0,1.969293714E0
2.858474026E1,2.521799088E0,5.979162693E0,3.518081903E0
2.860140620E1,2.492873907E0,5.923721313E0,4.981599808E0
2.861807214E1,2.577609062E0,5.763383389E0,5.916103363E0
2.863473807E1,2.738670588E0,5.635101318E0,6.484547138E0
2.865140401E1,2.559921503E0,5.683719158E0,6.709794521E0
2.866806995E1,2.214318275E0,5.886788845E0,6.664604187E0
2.868473589E1,2.269192934E0,5.966299534E0,6.844995499E0
2.870140182E1,2.931984901E0,5.980445862E0,6.429693699E0
2.871806776E1,3.542093277E0,5.853336811E0,5.390569687E0
2.873473370E1,3.702400923E0,5.673177242E0,5.202543259E0
2.875139964E1,3.025712967E0,5.690749645E0,5.421088696E0
2.876806557E1,2.550509453E0,5.848539352E0,5.145348072E0
2.878473151E1,2.289668322E0,5.960796356E0,4.062206268E0
2.880139745E1,1.437754631E0,6.379923344E0,4.986919880E0
2.881806339E1,3.633646965E-1,8.325539589E0,1.337058544E1
2.883472932E1,2.170338869E0,1.162868786E1,1.450163174E1
2.885139526E1,4.046551228E0,1.214857960E1,2.064306736E0
2.886806120E1,3.160300970E0,1.123218822E1,-1.276468396E0
2.888472714E1,1.880589128E0,1.201282787E1,5.145051479E0
2.890139307E1,1.230255246E0,1.246613312E1,8.227632523E0
2.891805901E1,1.497215748E0,1.165083599E1,5.798597813E0
2.893472495E1,1.984786391E0,1.102788830E1,5.276963711E0
2.895139089E1,2.572627306E0,1.097571278E1,4.698106289E0
2.896805682E1,2.837929487E0,1.081416988E1,3.486113787E0
2.898472276E1,2.525938749E0,9.881199837E0,3.167374849E0
2.900138870E1,2.182287931E0,8.434097290E0,3.560997248E0
2.901805464E1,2.212414026E0,7.122179031E0,3.688158989E0
2.903472057E1,2.282169580E0,6.558648586E0,3.676809311E0
2.905138651E1,1.989373207E0,7.029039860E0,3.816063166E0
2.906805245E1,1.228802085E0,7.954898834E0,3.880244017E0
2.908471839E1,8.268573284E-1,8.562874794E0,3.780755997E0
2.910138432E1,1.001902223E0,8.643214226E0,3.678860426E0
2.911805026E1,1.480992436E0,8.461192131E0,3.498908281E0
2.913471620E1,1.909306169E0,8.390537262E0,3.018175840E0
2.915138214E1,1.912595630E0,8.396241188E0,2.676675558E0
2.916804807E1,1.549207091E0,8.246281624E0,2.936771393E0
2.918471401E1,1.171652198E0,8.022926331E0,3.306209564E0
2.920137995E1,1.070340872E0,7.907709599E0,3.301599741E0
2.921804589E1,1.304602265E0,8.135684967E0,3.031506300E0
2.923471182E1,1.547532916E0,8.246509552E0,2.936564684E0
2.925137776E1,1.653521061E0,8.231478691E0,2.986417055E0
2.926804370E1,1.640702844E0,8.115592003E0,2.961031675E0
2.928470964E1,1.672832966E0,8.072886467E0,2.632855177E0
2.930137557E1,1.772506714E0,8.189769745E0,2.135286331E0
2.931804151E1,1.789777160E0,8.449924469E0,1.849541545E0
2.933470745E1,1.657896996E0,8.631735802E0,2.219067097E0
2.935137339E1,1.554769516E0,8.755066872E0,2.988188505E0
2.936803932E1,1.585345149E0,9.004780769E0,3.424359083E0
2.938470526E1,1.646694064E0,9.228594780E0,2.861563444E0
2.940137120E1,1.647669315E0,9.393739700E0,2.084250689E0
2.941803714E1,1.663217902E0,9.501201630E0,1.699003577E0
2.943470307E1,1.738144755E0,9.594561577E0,1.930924058E0
2.945136901E1,2.014097929E0,9.560101509E0,2.433504343E0
2.946803495E1,2.097449303E0,9.506733894E0,2.617626905E0
2.948470089E1,2.139014482E0,9.343223572E0,2.592921495E0
2.950136682E1,2.147166014E0,9.225746155E0,2.174775124E0
2.951803276E1,2.123703003E0,9.250839233E0,1.850460529E0
2.953469870E1,2.305695295E0,9.566166878E0,1.886276245E0
2.955136464E1,2.495562553E0,9.872210503E0,2.019511938E0
2.956803057E1,2.360108137E0,1.012251377E1,1.879027963E0
2.958469651E1,1.967462063E0,1.042782974E1,1.895389676E0
2.960136245E1,1.860777259E0,1.062573910E1,2.165447474E0
2.961802839E1,2.176572800E0,1.048415089E1,2.314205885E0
2.963469432E1,2.232146263E0,1.053189182E1,2.552908659E0
2.965136026E1,2.069140196E0,1.071773624E1,2.585698128E0
2.966802620E1,1.807199836E0,1.113899994E1,2.487873793E0
2.968469214E1,2.013035536E0,1.169147110E1,1.969057441E0
2.970135807E1,2.347614050E0,1.216095257E1,1.492786765E0
2.971802401E1,2.427416325E0,1.315397358E1,1.857992768E0
2.973468995E1,2.129363298E0,1.447220135E1,2.534322977E0
2.975135589E1,1.465034485E0,1.564106464E1,1.925082564E0
2.976802182E1,6.678347588E-1,1.609668732E1,9.685018659E-1
2.978468776E1,1.258326918E-1,1.556451893E1,1.264814019E0
2.980135370E1,1.492836028E-1,1.377172375E1,2.017989397E0
2.981801964E1,4.898530543E-1,1.140464783E1,2.292274237E0
2.983468557E1,5.690273643E-1,9.288809776E0,2.538946867E0
2.985135151E1,2.387187481E-1,7.690879345E0,2.815436602E0
2.986801745E1,-5.148701072E-1,7.088597775E0,2.631221056E0
2.988468339E1,-1.704906106E0,7.584217548E0,1.887573242E0
2.990134932E1,-2.894675970E0,8.584312439E0,1.290770411E0
2.991801526E1,-2.059021235E0,9.011374474E0,9.978842735E-1
2.993468120E1,1.353944689E-1,8.409457207E0,6.866785884E-1
2.995134714E1,6.436514854E-1,7.815607548E0,5.548186898E-1
2.996801307E1,4.734372199E-1,7.477838993E0,8.573532701E-1
2.998467901E1,1.188182607E-1,7.551410675E0,1.663435578E0
3.000134495E1,-9.901671857E-2,8.060963631E0,2.655713081E0
3.001801089E1,-1.622217894E-2,8.560401917E0,3.446161032E0
3.003467682E1,3.181754649E-1,8.677704811E0,4.013947010E0
3.005134276E1,9.582643509E-1,8.278209686E0,3.939374208E0
3.006800870E1,1.538620472E0,7.747231007E0,2.585674524E0
3.008467464E1,1.399778843E0,7.577314377E0,8.364438415E-1
3.010134057E1,1.017883420E0,7.515932083E0,2.104280442E-1
3.011800651E1,7.989147305E-1,7.368207932E0,5.654375553E-1
3.013467245E1,5.038978457E-1,7.309324741E0,1.496481538E0
3.015133839E1,3.145601973E-2,7.261657238E0,2.941549301E0
3.016800432E1,-4.736160040E-1,7.314419270E0,4.253651142E0
3.018467026E1,-6.423502564E-1,7.595381260E0,4.820913792E0
3.020133620E1,-2.338445038E-1,7.965366364E0,4.448891163E0
3.021800214E1,2.672637403E-1,8.315646172E0,3.850937128E0
3.023466807E1,5.951290727E-1,8.714037895E0,3.319686651E0
3.025133401E1,8.083610535E-1,9.108470917E0,3.108783960E0
3.026799995E1,9.497203231E-1,9.436818123E0,3.578068972E0
3.028466589E1,1.043603778E0,9.541557312E0,4.260596275E0
3.030133182E1,1.153051734E0,9.366583824E0,4.612394333E0
3.031799776E1,1.136419892E0,9.048160553E0,4.591551304E0
3.033466370E1,9.513347745E-1,8.732583046E0,4.235641479E0
3.035132964E1,7.664492726E-1,8.559683800E0,3.640955687E0
3.036799557E1,7.337777019E-1,8.494190216E0,2.998980284E0
3.038466151E1,9.027230144E-1,8.355839729E0,2.801343203E0
3.040132745E1,1.245152354E0,8.176074982E0,3.119180679E0
3.041799339E1,1.545879483E0,8.087767601E0,3.668541193E0
3.043465932E1,1.553942084E0,8.128964424E0,4.118312836E0
3.045132526E1,1.453988194E0,8.213761330E0,4.206604004E0
3.046799120E1,1.378100514E0,8.241229057E0,4.056698799E0
3.048465714E1,1.271928787E0,8.121809959E0,4.037426472E0
3.050132307E1,1.295433640E0,7.953713894E0,4.158217907E0
3.051798901E1,1.517520428E0,7.909220219E0,4.386946678E0
3.053465495E1,1.721967816E0,8.054228783E0,4.466052532E0
3.055132089E1,1.647736549E0,8.304984093E0,4.520874977E0
3.056798682E1,1.474573135E0,8.510245323E0,4.667653561E0
3.058465276E1,1.398271561E0,8.521903038E0,4.901134014E0
3.060131870E1,1.505621552E0,8.430617332E0,4.992928982E0
3.061798464E1,1.894885659E0,8.429089546E0,4.887165546E0
3.063465057E1,2.049312353E0,8.664071083E0,4.706005096E0
3.065131651E1,1.938577056E0,8.945611000E0,4.422265530E0
3.066798245E1,1.785246849E0,8.933584213E0,4.044524670E0
3.068464839E1,1.416893601E0,8.672124863E0,3.880990744E0
3.070131432E1,1.365895629E0,8.454504967E0,3.700760126E0
3.071798026E1,1.135647416E0,8.753333092E0,3.590023756E0
3.073464620E1,6.064028144E-1,1.036427593E1,3.579655647E0
3.075131214E1,5.668408275E-1,1.234554005E1,3.907508850E0
3.076797807E1,5.091529489E-1,1.380754375E1,4.263813496E0
3.078464401E1,2.579734623E-1,1.396227741E1,4.024442196E0
3.080130995E1,5.822895765E-1,1.270105839E1,3.143042803E0
3.081797589E1,1.550168991E0,1.034092140E1,2.123656511E0
3.083464182E1,1.989113450E0,8.667252541E0,9.019474983E-1
3.085130776E1,1.557138562E0,7.922050476E0,2.228966542E-2
3.086797370E1,6.226972938E-1,7.698465347E0,1.925147325E-1
3.088463964E1,-3.275207579E-1,7.752766132E0,1.083942413E0
3.090130557E1,-6.702772975E-1,7.952061176E0,1.986049056E0
3.091797151E1,-4.161995649E-1,8.354770660E0,1.615933418E0
3.093463745E1,-3.791973889E-1,8.997923851E0,1.384199500E0
3.095130339E1,-4.551527798E-1,9.451223373E0,2.157275200E0
3.096796932E1,5.202974752E-2,9.337333679E0,1.826448917E0
3.098463526E1,2.689687312E-1,9.401062965E0,1.017780066E0
3.100130120E1,5.627606511E-1,9.818132401E0,1.425475121E0
3.101796714E1,9.694094658E-1,1.043836212E1,2.608785391E0
3.103463307E1,1.239516854E0,1.091394806E1,3.304380417E0
3.105129901E1,1.052141666E0,1.078317547E1,3.161626101E0
3.106796495E1,8.309080005E-1,1.008395290E1,3.126707077E0
3.108463089E1,8.657116890E-1,9.130524635E0,3.023822069E0
3.110129682E1,8.909593225E-1,8.413969994E0,2.608067513E0
3.111796276E1,9.037265182E-1,8.345725060E0,2.124881506E0
3.113462870E1,1.006593108E0,8.959015846E0,2.037823915E0
3.115129464E1,9.449416995E-1,9.499084473E0,2.010479212E0
3.116796057E1,9.957594872E-1,9.616879463E0,1.954776406E0
3.118462651E1,1.146099567E0,9.532992363E0,1.910100937E0
3.120129245E1,1.256456137E0,9.440323830E0,1.757841468E0
3.121795839E1,1.296871066E0,9.531119347E0,1.540407658E0
3.123462432E1,1.287425637E0,9.678009033E0,1.497661471E0
3.125129026E1,1.383994579E0,9.646234512E0,1.698523879E0
3.126795620E1,1.388614655E0,9.545763016E0,2.082427740E0
3.128462214E1,1.022042751E0,9.501206398E0,2.525703430E0
3.130128807E1,8.939743042E-1,9.442714691E0,2.562987566E0
3.131795401E1,1.077497125E0,9.494884491E0,2.235121250E0
3.133461995E1,1.167002559E0,9.757813454E0,2.060750008E0
3.135128589E1,1.119554877E0,9.887948036E0,2.127774954E0
3.136795182E1,1.130731940E0,9.779636383E0,2.112374306E0
3.138461776E1,1.162278056E0,9.709773064E0,1.821869016E0
3.140128370E1,1.030092835E0,9.658707619E0,1.614101887E0
3.141794964E1,9.687636495E-1,9.482371330E0,1.987722397E0
3.143461557E1,1.166390419E0,9.341290474E0,2.260142326E0
3.145128151E1,1.481139660E0,9.567761421E0,1.834854484E0
3.146794745E1,1.597392917E0,1.056517124E1,1.239717960E0
3.148461339E1,1.367512703E0,1.167329884E1,1.521748424E0
3.150127932E1,1.322278142E0,1.204790497E1,1.661787033E0
3.151794526E1,1.424400806E0,1.257199860E1,1.209737659E0
3.153461120E1,1.107709765E0,1.323365784E1,1.541418672E0
3.155127714E1,4.671679437E-1,1.303048420E1,2.097620726E0
3.156794307E1,1.162126362E-1,1.208267212E1,1.532000542E0
3.158460901E1,1.696365327E-1,1.102693462E1,6.891663671E-1
3.160127495E1,2.083274908E-2,9.960141182E0,6.687373519E-1
3.161794089E1,-1.840121299E-1,9.018614769E0,1.066605687E0
3.163460682E1,-4.567118585E-1,8.304553032E0,1.559562564E0
3.165127276E1,-6.701176763E-1,7.702186108E0,2.517892122E0
3.166793870E1,-8.685596585E-1,7.516244888E0,3.515215158E0
3.168460464E1,-7.800109982E-1,7.590085983E0,3.841267824E0
3.170127057E1,-3.583192527E-1,8.029273987E0,3.546978712E0
3.171793651E1,1.181307733E-1,8.842002869E0,3.115120649E0
3.173460245E1,4.267369807E-1,9.804402351E0,2.384087324E0
3.175126839E1,5.290148258E-1,1.066705036E1,1.881021023E0
3.176793432E1,6.521314979E-1,1.112068176E1,2.463365316E0
3.178460026E1,8.994175792E-1,1.098142719E1,3.671828985E0
3.180126620E1,1.255619287E0,1.024296570E1,4.524629593E0
3.181793214E1,1.302435517E0,9.613791466E0,4.234332561E0
3.183459807E1,1.104169011E0,9.205025673E0,3.091874361E0
3.185126401E1,9.333735108E-1,8.882370949E0,2.113443136E0
3.186792995E1,7.982524037E-1,8.577690125E0,1.987607360E0
3.188459589E1,4.861132205E-1,8.458075523E0,2.048188686E0
3.190126182E1,1.643284708E-1,8.361141205E0,1.965799451E0
3.191792776E1,3.034039438E-1,8.136188507E0,2.046247721E0
3.193459370E1,4.350911677E-1,8.025981903E0,2.378728151E0
3.195125964E1,5.779852867E-1,8.058764458E0,2.771656752E0
3.196792557E1,7.409856915E-1,8.181048393E0,2.944255114E0
3.198459151E1,5.900827050E-1,8.402070045E0,2.848819733E0
3.200125745E1,4.145447016E-1,8.412033081E0,2.698232412E0
3.201792339E1,4.851788580E-1,8.260830879E0,2.908475637E0
3.203458932E1,6.478976011E-1,8.350867271E0,3.618503571E0
3.205125526E1,9.496510625E-1,8.725296974E0,4.583262444E0
3.206792120E1,1.246384263E0,9.179673195E0,5.220676899E0
3.208458714E1,1.371561646E0,9.513903618E0,5.154370785E0
3.210125307E1,1.599715233E0,9.838908195E0,5.067929745E0
3.211791901E1,1.832669854E0,1.002559185E1,4.984814644E0
3.213458495E1,1.711248398E0,9.925351143E0,4.302627563E0
3.215125089E1,1.270270109E0,9.540436745E0,2.882993460E0
3.216791682E1,9.664199948E-1,9.019261360E0,2.628372192E0
3.218458276E1,5.544463992E-1,8.632567406E0,3.123876810E0
3.220124870E1,7.811505198E-1,8.530846596E0,3.430991173E0
3.221791464E1,1.042863250E0,8.848008156E0,3.663164854E0
3.223458057E1,9.127814770E-1,9.269747734E0,3.674627542E0
3.225124651E1,8.310652375E-1,9.372086525E0,3.119318008E0
3.226791245E1,7.327043414E-1,9.384500504E0,1.694104671E0
3.228457839E1,-1.290773898E-1,1.025038052E1,3.091354072E-1
3.230124432E1,-2.822281420E-1,1.095240402E1,2.344560623E-1
3.231791026E1,1.621130258E-1,1.144250965E1,1.063496709E0
3.233457620E1,2.342121154E-1,1.218404388E1,4.004845142E0
3.235124214E1,-3.210070729E-1,1.228780365E1,7.327875614E0
3.236790807E1,2.050598115E-1,1.091461849E1,4.621487141E0
3.238457401E1,7.860715985E-1,9.837233543E0,2.800053656E-1
3.240123995E1,5.368258953E-1,9.302272797E0,-1.436954379E0
3.241790589E1,-6.691169739E-2,8.671463013E0,-5.303104520E-1
3.243457182E1,-4.346415997E-1,8.128803253E0,1.419612288E0
3.245123776E1,1.767182201E-1,8.032988548E0,3.786389589E0
3.246790370E1,1.357804894E0,8.208778381E0,4.196087837E0
3.248456964E1,1.232469440E0,8.878064156E0,2.185716867E0
3.250123557E1,6.645994782E-1,9.545531273E0,9.068710804E-1
3.251790151E1,1.006417990E0,9.831725121E0,1.659613013E0
3.253456745E1,1.891703963E0,9.972374916E0,3.004724264E0
3.255123339E1,1.844458938E0,1.018386173E1,2.827769518E0
3.256789932E1,1.402067542E0,1.051980782E1,1.812166095E0
3.258456526E1,1.074116945E0,1.060617065E1,1.547233701E0
3.260123120E1,9.367465377E-1,1.025990772E1,1.882342935E0
3.261789714E1,1.114108443E0,9.807238579E0,2.091673374E0
3.263456307E1,1.269508004E0,9.387284279E0,1.934593081E0
3.265122901E1,1.095767379E0,9.154454231E0,1.608409286E0
3.266789495E1,8.766080737E-1,9.038892746E0,1.341075897E0
3.268456089E1,7.244899869E-1,9.109251976E0,1.132929921E0
3.270122682E1,5.159702301E-1,9.302313805E0,1.041734338E0
3.271789276E1,5.777033567E-1,9.488545418E0,1.214968443E0
3.273455870E1,9.747114182E-1,9.606432915E0,1.538476467E0
3.275122464E1,1.176146030E0,9.605154991E0,2.028853178E0
3.276789057E1,1.261928439E0,9.613626480E0,2.390536308E0
3.278455651E1,1.412215233E0,9.669555664E0,2.122776747E0
3.280122245E1,1.364525795E0,9.751293182E0,1.679728150E0
3.281788839E1,1.281735897E0,9.748200417E0,1.721581817E0
3.283455432E1,1.269672394E0,9.681480408E0,1.909874082E0
3.285122026E1,1.182091236E0,9.706573486E0,1.846460223E0
3.286788620E1,9.572536349E-1,9.699801445E0,1.667318940E0
3.288455214E1,8.204741478E-1,9.557518005E0,1.560449719E0
3.290121807E1,8.041465878E-1,9.522236824E0,1.523982167E0
3.291788401E1,8.403638005E-1,9.611453056E0,1.609371781E0
3.293454995E1,9.761760831E-1,9.624012947E0,1.896316051E0
3.295121589E1,1.298071742E0,9.747635841E0,1.801504493E0
3.296788182E1,1.415993333E0,9.880232811E0,1.364268303E0
3.298454776E1,1.366338849E0,1.002824879E1,8.867236972E-1
3.300121370E1,1.335235000E0,1.026674557E1,8.164889216E-1
3.301787964E1,1.211450219E0,1.061225605E1,1.174772859E0
3.303454557E1,1.074136734E0,1.092312145E1,1.039944291E0
3.305121151E1,9.223127961E-1,1.120835018E1,5.138822198E-1
3.306787745E1,9.453263879E-1,1.160606384E1,5.657835603E-1
3.308454339E1,1.069410205E0,1.231318665E1,1.043354869E0
3.310120932E1,8.730880618E-1,1.316316605E1,1.260211110E0
3.311787526E1,6.907553077E-1,1.366625690E1,1.391330719E0
3.313454120E1,9.117824435E-1,1.422370625E1,1.989118099E0
3.315120714E1,1.065555692E0,1.480421448E1,2.344071388E0
3.316787307E1,8.117088675E-1,1.500623322E1,1.653939843E0
3.318453901E1,4.250129461E-1,1.456974030E1,4.143808186E-1
3.320120495E1,3.718501031E-1,1.369342327E1,-3.908994496E-1
3.321787089E1,5.339435935E-1,1.271157551E1,-2.416559309E-1
3.323453682E1,3.843744695E-1,1.146451283E1,7.163433433E-1
3.325120276E1,-5.242231488E-1,1.035333920E1,2.019996643E0
3.326786870E1,-1.782500267E0,9.845699310E0,3.323535919E0
3.328453464E1,-2.625959396E0,9.996857643E0,3.987472296E0
3.330120057E1,-1.872661471E0,1.019416332E1,2.981753588E0
3.331786651E1,-5.176449418E-1,1.010528946E1,1.647361755E0
3.333453245E1,-1.443744749E-1,9.727866173E0,1.374097466E0
3.335119839E1,-3.263467252E-1,9.393105507E0,1.729894519E0
3.336786432E1,-4.163890183E-1,9.308570862E0,1.979974270E0
3.338453026E1,-3.840638697E-1,8.899630547E0,2.409605742E0
3.340119620E1,-4.216734469E-1,8.314784050E0,2.840012789E0
3.341786214E1,-6.278217435E-1,7.872373104E0,3.222192764E0
3.343452807E1,-4.866453409E-1,7.346920013E0,3.098854780E0
3.345119401E1,5.920634791E-2,6.739202976E0,2.663933992E0
3.346785995E1,5.810068250E-1,6.358446598E0,2.196534872E0
3.348452589E1,1.112792134E0,6.053835392E0,2.226422071E0
3.350119182E1,1.621146321E0,5.872806072E0,2.584322214E0
3.351785776E1,2.063769341E0,5.934669018E0,3.220932245E0
3.353452370E1,2.281162977E0,6.009270191E0,4.132810593E0
3.355118964E1,2.068336010E0,6.428638935E0,4.903395176E0
3.356785557E1,8.756995797E-1,7.259955883E0,5.343148708E0
3.358452151E1,-4.391745850E-2,7.566475391E0,5.292052746E0
3.360118745E1,-1.771784276E-1,7.382386684E0,5.092098236E0
3.361785339E1,-1.815238409E-2,7.427560806E0,5.697083950E0
3.363451932E1,-3.725859523E-2,7.969843388E0,7.207673550E0
3.365118526E1,-8.179243654E-2,8.461269379E0,6.437029362E0
3.366785120E1,7.028604150E-1,8.387596130E0,4.557450771E0
3.368451714E1,1.685204983E0,8.117553711E0,3.598207474E0
3.370118307E1,2.099686623E0,7.761434555E0,3.526156425E0
3.371784901E1,2.176841021E0,7.347995758E0,3.328595877E0
3.373451495E1,2.354922533E0,7.096141338E0,3.183706284E0
3.375118089E1,2.819541931E0,7.096677303E0,3.637226105E0
3.376784682E1,3.418429136E0,7.095855713E0,4.310678005E0
3.378451276E1,4.026212215E0,6.734117031E0,4.811544418E0
3.380117870E1,4.509797096E0,6.039925098E0,5.288300037E0
3.381784464E1,4.495483875E0,5.405803680E0,5.621757507E0
3.383451057E1,4.057259083E0,5.167646408E0,5.893212795E0
3.385117651E1,3.652323484E0,5.216454983E0,6.010721207E0
3.386784245E1,3.578766823E0,5.334974766E0,6.089002132E0
3.388450839E1,3.772536278E0,5.410621643E0,6.154270649E0
3.390117432E1,4.181094646E0,5.307734013E0,5.883115292E0
3.391784026E1,4.368785858E0,4.967577457E0,5.533388615E0
3.393450620E1,4.370247841E0,4.755687237E0,5.662050247E0
3.395117214E1,4.458355427E0,4.803308010E0,5.930360794E0
3.396783807E1,4.578271389E0,5.310621738E0,5.717941761E0
3.398450401E1,4.306424618E0,6.170091152E0,5.800009251E0
3.400116995E1,3.487714529E0,8.776226044E0,9.826706886E0
3.401783589E1,3.391139269E0,1.292986298E1,1.026824570E1
3.403450182E1,6.024213791E0,1.194335461E1,4.868817806E0
3.405116776E1,5.816995144E0,9.293231964E0,3.737922907E0
3.406783370E1,4.225290775E0,9.230486870E0,5.845623493E0
3.408449964E1,3.134139776E0,9.830340385E0,4.293365002E0
3.410116557E1,2.799325943E0,9.956910133E0,2.078679085E0
3.411783151E1,3.027418852E0,1.074551487E1,5.763792038E0
