"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.435709323E0,7.225849032E-1,1.868581921E-1,4.678858221E-1
6.452375261E0,8.957117200E-1,4.929150343E-1,2.137591243E-1
6.469041198E0,1.054340839E0,-1.314474642E-1,-1.459403038E-1
6.485707136E0,1.200527072E0,-6.525614262E-1,-5.501647592E-1
6.502373073E0,1.339794874E0,-4.122451842E-1,-9.440490603E-1
6.519039011E0,1.363557458E0,6.394976750E-3,-1.154889226E0
6.535704948E0,1.241329789E0,1.803458631E-1,-1.097708225E0
6.552370886E0,1.124949813E0,2.386060059E-1,-7.932855487E-1
6.569036823E0,1.084780693E0,1.171092838E-1,-4.359563291E-1
6.585702761E0,1.127936125E0,-2.691093087E-1,-2.060118616E-1
6.602368698E0,1.193653703E0,-7.037572265E-1,-1.569291353E-1
6.619034636E0,1.156426787E0,-9.758645892E-1,-3.166670203E-1
6.635700573E0,9.482310414E-1,-9.464245439E-1,-6.334220767E-1
6.652366511E0,6.780489087E-1,-7.367463112E-1,-9.521135688E-1
6.669032448E0,4.946184456E-1,-6.170371175E-1,-1.124359488E0
6.685698386E0,4.431152344E-1,-5.791276097E-1,-1.107728243E0
6.702364323E0,5.200890899E-1,-5.089173913E-1,-9.785558581E-1
6.719030261E0,6.145471334E-1,-3.718901277E-1,-8.758562803E-1
6.735696198E0,5.937516689E-1,-2.505290806E-1,-8.828169703E-1
6.752362136E0,4.783288240E-1,-2.378237396E-1,-9.222709537E-1
6.769028073E0,4.153006375E-1,-3.598026633E-1,-9.292978048E-1
6.785694011E0,4.519115984E-1,-4.960046709E-1,-8.884593248E-1
6.802359948E0,5.162422061E-1,-4.636286497E-1,-8.026921153E-1
6.819025886E0,5.334277749E-1,-2.216887921E-1,-6.718147993E-1
6.835691823E0,5.465121865E-1,1.815016381E-3,-4.837949276E-1
6.852357761E0,6.175119877E-1,-4.210165888E-2,-3.008370697E-1
6.869023698E0,7.057838440E-1,-2.864042819E-1,-1.938635409E-1
6.885689636E0,7.605721951E-1,-5.678315163E-1,-1.572372913E-1
6.902355573E0,7.714884281E-1,-7.900319695E-1,-1.528973877E-1
6.919021511E0,7.179490924E-1,-9.628804326E-1,-1.894592047E-1
6.935687448E0,6.316655278E-1,-1.111773610E0,-2.521725595E-1
6.952353386E0,5.303672552E-1,-1.009377241E0,-3.217751086E-1
6.969019323E0,4.589182734E-1,-7.044670582E-1,-3.500263393E-1
6.985685261E0,4.503399432E-1,-4.496953487E-1,-3.346136212E-1
7.002351198E0,4.358426929E-1,-2.973265350E-1,-3.117084801E-1
7.019017136E0,4.316802323E-1,-2.183949053E-1,-3.284559548E-1
7.035683073E0,4.090015292E-1,-2.206927836E-1,-4.152189791E-1
7.052349011E0,3.130409122E-1,-2.730927765E-1,-5.242931843E-1
7.069014948E0,1.823250055E-1,-2.444544435E-1,-5.977242589E-1
7.085680886E0,1.488257647E-1,-1.370376796E-1,-5.991657972E-1
7.102346823E0,3.015381694E-1,-7.277417183E-2,-5.318057537E-1
7.119012761E0,4.995745420E-1,-1.281834692E-1,-4.738823175E-1
7.135678698E0,5.716795325E-1,-1.134665608E-1,-4.650198817E-1
7.152344636E0,5.564594269E-1,-7.050282788E-3,-4.684612751E-1
7.169010573E0,4.969154894E-1,-1.411829889E-2,-4.724068642E-1
7.185676511E0,3.908233643E-1,-1.566520780E-1,-4.811000824E-1
7.202342448E0,2.495188713E-1,-3.847752213E-1,-4.803858995E-1
7.219008386E0,3.204762936E-2,-6.508929133E-1,-4.467343390E-1
7.235674323E0,-2.989736199E-1,-8.730592728E-1,-3.538519442E-1
7.252340261E0,-5.973575711E-1,-1.073501825E0,-2.280285060E-1
7.269006198E0,-6.750664115E-1,-1.154082656E0,-1.036945209E-1
7.285672136E0,-6.075319648E-1,-9.004477859E-1,4.342498258E-2
7.302338073E0,-5.843374729E-1,-3.256144524E-1,2.622256875E-1
7.319004011E0,-5.983279347E-1,3.004024029E-1,5.004584193E-1
7.335669948E0,-6.767829061E-1,6.633579135E-1,6.674564481E-1
7.352335886E0,-7.814608216E-1,5.795891881E-1,8.005779982E-1
7.369001823E0,-7.928765416E-1,1.878422052E-1,9.226279259E-1
7.385667761E0,-8.305502534E-1,-3.252597153E-2,9.773839712E-1
7.402333698E0,-1.161822915E0,9.482285380E-2,8.749025464E-1
7.418999636E0,-1.625234842E0,1.068443507E-1,6.335330009E-1
7.435665573E0,-2.003830671E0,8.303153515E-2,3.524816334E-1
7.452331511E0,-2.335805893E0,1.203945950E-1,1.091361940E-1
7.468997448E0,-2.627971649E0,2.112718672E-1,5.527599528E-2
7.485663386E0,-2.790199757E0,5.496388078E-1,2.331767976E-1
7.502329323E0,-2.747436285E0,8.970448375E-1,5.553265214E-1
7.518995261E0,-2.389348030E0,1.191377044E0,9.012008309E-1
7.535661198E0,-1.830424070E0,1.404573679E0,1.126345277E0
7.552327136E0,-1.362458825E0,1.125786901E0,1.149168730E0
7.568993073E0,-1.019113183E0,4.201824069E-1,1.016785860E0
7.585659011E0,-7.614958882E-1,-4.608336687E-1,8.720343113E-1
7.602324948E0,-6.568502188E-1,-1.090051889E0,7.527594566E-1
7.618990886E0,-6.307893395E-1,-1.186749339E0,6.828029156E-1
7.635656823E0,-5.023751855E-1,-7.082365155E-1,7.214434743E-1
7.652322761E0,-2.692836523E-1,1.586982310E-1,8.293703198E-1
7.668988698E0,-5.009758472E-2,8.875534534E-1,8.935230970E-1
7.685654636E0,7.558362186E-2,1.190284371E0,8.454732895E-1
7.702320573E0,1.656570882E-1,1.190674305E0,6.815260053E-1
7.718986511E0,2.206502706E-1,8.222708106E-1,4.744591415E-1
7.735652448E0,-2.485325933E-2,-3.397003710E-1,3.642724454E-1
7.752318386E0,-4.168961048E-1,-9.931833744E-1,4.152896702E-1
7.768984323E0,-5.939386487E-1,-6.960232258E-1,5.475474000E-1
7.785650261E0,-5.618386269E-1,-3.990833089E-2,6.660297513E-1
7.802316198E0,-4.630609453E-1,5.115693212E-1,6.900365353E-1
7.818982136E0,-3.689180017E-1,7.441238761E-1,6.204169393E-1
7.835648073E0,-2.728566527E-1,6.644286513E-1,5.023815632E-1
7.852314011E0,-1.136207953E-1,5.221460462E-1,3.564605117E-1
7.868979948E0,1.605567038E-1,4.978600144E-1,2.327621579E-1
7.885645886E0,4.880922139E-1,5.345855355E-1,1.364697367E-1
7.902311823E0,7.780539989E-1,5.047508478E-1,5.101332814E-2
7.918977761E0,1.005333304E0,3.233748376E-1,-4.302451760E-2
7.935643698E0,1.078938842E0,-1.202408895E-1,-1.010999754E-1
7.952309636E0,9.315955639E-1,-4.878925681E-1,3.510076925E-2
7.968975573E0,8.086683750E-1,-1.326112598E-1,2.139374018E-1
7.985641511E0,9.029777050E-1,4.560029209E-1,1.115014106E-1
8.002307448E0,1.117826462E0,6.484205127E-1,-1.163964495E-1
8.018973386E0,1.146980405E0,4.485864341E-1,-3.209344447E-1
8.035639323E0,9.281361699E-1,1.639215201E-1,-4.974601865E-1
8.052305261E0,7.769259810E-1,5.192419142E-2,-5.729354620E-1
8.068971198E0,8.164970875E-1,1.734771766E-2,-5.104322433E-1
8.085637136E0,8.185119629E-1,1.684863269E-1,-3.866161704E-1
8.102303073E0,7.427688241E-1,3.251124620E-1,-2.758447826E-1
8.118969011E0,6.735317707E-1,3.492083549E-1,-1.466846168E-1
8.135634948E0,6.452638507E-1,2.596487701E-1,-6.654337049E-2
8.152300886E0,5.829427838E-1,1.764964759E-1,-9.938883036E-2
8.168966823E0,4.640627205E-1,1.848113686E-1,-1.807493865E-1
8.185632761E0,4.218653738E-1,1.717338264E-1,-2.154815495E-1
8.202298698E0,5.462592244E-1,6.763032824E-2,-1.892471611E-1
8.218964636E0,7.682616115E-1,-8.100225776E-2,-1.508872807E-1
8.235630573E0,9.515848160E-1,-1.728034168E-1,-1.868556738E-1
8.252296511E0,1.052234292E0,-2.543537021E-1,-3.025041521E-1
8.268962448E0,1.098732829E0,-4.143413305E-1,-4.086799026E-1
8.285628386E0,1.097746134E0,-6.094728708E-1,-4.671114683E-1
8.302294323E0,1.053314447E0,-7.072835565E-1,-4.922370315E-1
8.318960261E0,9.768494964E-1,-7.086169720E-1,-4.993233085E-1
8.335626198E0,9.227902889E-1,-7.500283122E-1,-4.989752769E-1
8.352292136E0,8.793833852E-1,-8.581953645E-1,-4.955580831E-1
8.368958073E0,7.914809585E-1,-8.985156417E-1,-5.108105540E-1
8.385624011E0,6.661605835E-1,-8.006443381E-1,-5.282306671E-1
8.402289948E0,5.646903515E-1,-6.465818882E-1,-5.009652972E-1
8.418955886E0,5.122098327E-1,-5.372816324E-1,-4.113725126E-1
8.435621823E0,4.821572304E-1,-4.828490615E-1,-3.217863739E-1
8.452287761E0,4.574739337E-1,-4.774810076E-1,-2.668439746E-1
8.468953698E0,4.226252437E-1,-4.272452593E-1,-2.237571776E-1
8.485619636E0,4.276208878E-1,-2.781315446E-1,-1.822981834E-1
8.502285573E0,5.265708566E-1,-7.553417236E-2,-1.420567036E-1
8.518951511E0,6.603946090E-1,5.902398378E-2,-1.156991646E-1
8.535617448E0,7.249423862E-1,9.400460869E-2,-1.355648637E-1
8.552283386E0,6.712086797E-1,7.213964313E-2,-1.917955875E-1
8.568949323E0,5.258178115E-1,-6.811864674E-2,-2.560373247E-1
8.585615261E0,3.680832684E-1,-2.865484059E-1,-2.920070589E-1
8.602281198E0,3.137760460E-1,-2.979947627E-1,-3.095950484E-1
8.618947136E0,3.491856158E-1,-1.337496936E-1,-3.765017092E-1
8.635613073E0,3.263893723E-1,-1.389868706E-1,-4.483774602E-1
8.652279011E0,2.629096508E-1,-3.225889206E-1,-4.735149741E-1
8.668944948E0,2.945393622E-1,-4.778535366E-1,-4.291329682E-1
8.685610886E0,3.664504588E-1,-5.594245791E-1,-3.520999253E-1
8.702276823E0,3.181030750E-1,-5.846648812E-1,-3.245583475E-1
8.718942761E0,1.635597497E-1,-5.766768456E-1,-3.322848678E-1
8.735608698E0,-1.323367357E-1,-6.835253239E-1,-3.571478724E-1
8.752274636E0,-4.878391027E-1,-9.073281884E-1,-3.702595830E-1
8.768940573E0,-6.799435616E-1,-1.134254813E0,-3.576285243E-1
8.785606511E0,-6.061958671E-1,-1.131602526E0,-2.726994157E-1
8.802272448E0,-4.495986402E-1,-9.946960211E-1,-1.228705570E-1
8.818938386E0,-3.771734238E-1,-8.795251250E-1,-1.562552527E-2
8.835604323E0,-3.890410662E-1,-8.411342502E-1,-3.640668094E-2
8.852270261E0,-4.548090100E-1,-8.145709038E-1,-7.632726431E-2
8.868936198E0,-6.075417399E-1,-6.200113893E-1,8.303843439E-3
8.885602136E0,-7.551150918E-1,-3.287172616E-1,3.017494082E-1
8.902268073E0,-8.597069383E-1,-6.813254952E-2,6.280872226E-1
8.918934011E0,-1.131500363E0,2.744477391E-1,6.985862255E-1
8.935599948E0,-1.602809548E0,7.493843436E-1,6.213580370E-1
8.952265886E0,-2.009054899E0,1.094948888E0,5.770235658E-1
8.968931823E0,-2.263058662E0,1.275127888E0,5.493144989E-1
8.985597761E0,-2.385942936E0,1.411585450E0,5.035544634E-1
9.002263698E0,-2.289857626E0,1.342796206E0,4.637168348E-1
9.018929636E0,-1.964195132E0,8.272623420E-1,4.433283508E-1
9.035595573E0,-1.600820780E0,-1.377915591E-2,4.581488073E-1
9.052261511E0,-1.384022832E0,-7.110188007E-1,5.036131740E-1
9.068927448E0,-1.300729513E0,-7.748725414E-1,6.085505486E-1
9.085593386E0,-1.290986657E0,-3.367319405E-1,7.539418340E-1
9.102259323E0,-1.332960725E0,1.294063479E-1,8.586572409E-1
9.118925261E0,-1.269610286E0,3.433290124E-1,8.985829353E-1
9.135591198E0,-9.010569453E-1,2.688874602E-1,8.577809930E-1
9.152257136E0,-2.931942940E-1,-5.478907842E-3,7.484526634E-1
9.168923073E0,2.000639141E-1,-9.472429752E-2,6.298299432E-1
9.185589011E0,3.075081706E-1,8.239526302E-2,6.105605364E-1
9.202254948E0,1.602795422E-1,3.422758281E-1,6.979587674E-1
9.218920886E0,-1.661022753E-2,6.258385777E-1,8.074064255E-1
9.235586823E0,-1.571032703E-1,5.231223702E-1,8.429234028E-1
9.252252761E0,-4.262732267E-1,-3.971962035E-1,7.632212639E-1
9.268918698E0,-6.816750169E-1,-9.244810939E-1,6.884256005E-1
9.285584636E0,-7.053025365E-1,-8.039662838E-1,7.280831337E-1
9.302250573E0,-5.527815819E-1,-4.045026302E-1,8.337200880E-1
9.318916511E0,-3.653421998E-1,1.587277651E-2,9.018969536E-1
9.335582448E0,-2.485033125E-1,2.323507965E-1,8.912719488E-1
9.352248386E0,-1.968431175E-1,1.697852910E-1,7.793251276E-1
9.368914323E0,-1.229325533E-1,1.125655174E-1,6.154126525E-1
9.385580261E0,2.965132520E-2,2.471689731E-1,4.427330196E-1
9.402246198E0,2.457034737E-1,4.606835544E-1,2.642433643E-1
9.418912136E0,5.402204394E-1,7.104062438E-1,8.898403496E-2
9.435578073E0,8.901128173E-1,9.988048673E-1,-9.328136593E-2
9.452244011E0,1.176302791E0,1.121676087E0,-2.273766398E-1
9.468909948E0,1.230433345E0,9.272254109E-1,-2.759456933E-1
9.485575886E0,8.994469047E-1,4.844222069E-1,-1.530530751E-1
9.502241823E0,5.183703899E-1,1.003788486E-1,9.077379107E-2
9.518907761E0,6.613045335E-1,-5.469998717E-1,1.216195673E-1
9.535573698E0,1.119571447E0,2.958759069E-1,-1.885537058E-2
9.552239636E0,1.058466315E0,1.356871724E0,-2.225607038E-1
9.568905573E0,6.225120425E-1,1.326100945E0,-4.698959589E-1
9.585571511E0,1.784420907E-1,7.142447829E-1,-6.332384944E-1
9.602237448E0,1.835431010E-1,2.216937095E-1,-5.662473440E-1
9.618903386E0,5.425440073E-1,1.937601417E-1,-4.275885522E-1
9.635569323E0,7.582926154E-1,5.200889111E-1,-3.550391793E-1
9.652235261E0,6.288608909E-1,7.379170060E-1,-2.455016375E-1
9.668901198E0,4.277025461E-1,5.132986903E-1,-6.756590307E-2
9.685567136E0,3.853278458E-1,1.562122554E-1,6.485247612E-2
9.702233073E0,5.499622226E-1,-8.194696903E-2,8.758281171E-2
9.718899011E0,7.932410240E-1,-1.464767009E-1,6.620740891E-2
9.735564948E0,9.309363365E-1,-5.487544835E-2,3.610267863E-2
9.752230886E0,9.410704970E-1,-1.974998601E-2,7.738286629E-3
9.768896823E0,9.312437177E-1,-7.347775996E-2,-4.008889198E-2
9.785562761E0,9.644310474E-1,-3.754558787E-2,-1.131654754E-1
9.802228698E0,1.053694367E0,8.499241620E-2,-1.786645651E-1
9.818894636E0,1.158917308E0,1.849537939E-1,-2.468932569E-1
9.835560573E0,1.184085369E0,1.122145131E-1,-3.699072897E-1
9.852226511E0,1.098267436E0,-1.639888585E-1,-4.792340994E-1
9.868892448E0,9.517876506E-1,-4.425707161E-1,-5.123916864E-1
9.885558386E0,8.343465328E-1,-5.233637094E-1,-5.048405528E-1
9.902224323E0,7.871037126E-1,-4.454962611E-1,-4.814476967E-1
9.918890261E0,7.531428337E-1,-3.672271967E-1,-4.285551608E-1
9.935556198E0,6.621126533E-1,-3.319743872E-1,-3.423201442E-1
9.952222136E0,5.771420598E-1,-2.209896892E-1,-2.456876338E-1
9.968888073E0,5.704317093E-1,-9.374920279E-3,-1.466999054E-1
9.985554011E0,6.148208380E-1,1.426635236E-1,-4.786921293E-2
1.000221995E1,6.456193328E-1,1.498548836E-1,3.223494440E-2
1.001888589E1,6.662683487E-1,6.853824854E-2,8.830145001E-2
1.003555182E1,6.830701828E-1,5.155086145E-2,1.051054597E-1
1.005221776E1,7.448275089E-1,1.148012653E-1,9.715598077E-2
1.006888370E1,8.450746536E-1,1.959311664E-1,8.076233417E-2
1.008554964E1,9.211819172E-1,1.516107768E-1,4.408544675E-2
1.010221557E1,8.892912865E-1,-4.575895891E-2,-2.678333223E-2
1.011888151E1,7.682366371E-1,-2.129864395E-1,-1.153027937E-1
1.013554745E1,6.273775697E-1,-2.074845135E-1,-2.044482231E-1
1.015221339E1,5.161817670E-1,-8.125469089E-2,-3.014305532E-1
1.016887932E1,4.305455685E-1,2.374727465E-2,-4.091766179E-1
1.018554526E1,3.334807754E-1,4.256939515E-2,-5.146825314E-1
1.020221120E1,2.345744520E-1,-4.007806629E-2,-5.858554840E-1
1.021887714E1,1.919341981E-1,-1.443106085E-1,-5.929951668E-1
1.023554307E1,2.170246243E-1,-2.047532499E-1,-5.446238518E-1
1.025220901E1,2.897858918E-1,-2.165195495E-1,-4.753491879E-1
1.026887495E1,3.965081275E-1,-2.326429933E-1,-4.132201076E-1
1.028554089E1,4.835818112E-1,-2.476431131E-1,-3.670409620E-1
1.030220682E1,4.970508218E-1,-1.791714579E-1,-3.567886949E-1
1.031887276E1,4.516982138E-1,1.165333986E-1,-3.736961782E-1
1.033553870E1,4.142906070E-1,5.087575316E-1,-3.966172040E-1
1.035220464E1,3.733625412E-1,7.014319897E-1,-4.428037107E-1
1.036887057E1,2.147166133E-1,6.231089830E-1,-4.685465693E-1
1.038553651E1,-9.597945958E-2,3.241487145E-1,-3.978906572E-1
1.040220245E1,-5.026042461E-1,-3.879633173E-2,-2.553584874E-1
1.041886839E1,-8.271381855E-1,-2.378678620E-1,-1.333687007E-1
1.043553432E1,-9.493584037E-1,-2.828144133E-1,-6.553089619E-2
1.045220026E1,-8.689689040E-1,-4.638527036E-1,-2.154964954E-3
1.046886620E1,-6.746115685E-1,-6.737927794E-1,3.791616485E-2
1.048553214E1,-4.605546892E-1,-6.265568733E-1,4.326063395E-2
1.050219807E1,-2.977907360E-1,-1.065975055E-1,8.540591598E-2
1.051886401E1,-2.160755992E-1,7.129154801E-1,3.055574000E-1
1.053552995E1,-2.162973285E-1,1.390125036E0,6.979057193E-1
1.055219589E1,-4.013446271E-1,1.771082997E0,1.002119541E0
1.056886182E1,-7.948610783E-1,1.954801202E0,1.023062468E0
1.058552776E1,-1.219415188E0,1.931071043E0,8.230648637E-1
1.060219370E1,-1.474806905E0,1.574360132E0,5.593548417E-1
1.061885964E1,-1.548272848E0,8.941853046E-1,3.571606278E-1
1.063552557E1,-1.735953212E0,2.287483960E-1,3.175435960E-1
1.065219151E1,-2.233929157E0,9.967682511E-2,4.466856122E-1
1.066885745E1,-2.533009291E0,4.664716423E-1,5.516492724E-1
1.068552339E1,-2.448370934E0,1.039675355E0,5.611738563E-1
1.070218932E1,-2.111824751E0,1.532427669E0,4.867792726E-1
1.071885526E1,-1.612433314E0,1.731109381E0,4.439629614E-1
1.073552120E1,-1.085597634E0,1.526361346E0,5.125321746E-1
1.075218714E1,-6.697487831E-1,1.089451194E0,6.049106717E-1
1.076885307E1,-4.438398480E-1,6.362954974E-1,6.224856377E-1
1.078551901E1,-3.594848812E-1,2.719331980E-1,5.786260962E-1
1.080218495E1,-3.741001487E-1,7.969226688E-2,4.984173179E-1
1.081885089E1,-4.219215512E-1,1.007539406E-1,4.324791729E-1
1.083551682E1,-2.967174053E-1,1.986780018E-1,4.703285098E-1
1.085218276E1,2.336067855E-1,4.164089561E-1,6.395734549E-1
1.086884870E1,8.193824887E-1,8.585033417E-1,7.786993980E-1
1.088551464E1,1.105916619E0,1.228844643E0,8.123133779E-1
1.090218057E1,1.080506206E0,1.321365595E0,7.719762921E-1
1.091884651E1,9.301629663E-1,1.071256161E0,7.191999555E-1
1.093551245E1,7.975406647E-1,6.075563431E-1,6.722161770E-1
1.095217839E1,6.775813103E-1,2.617569864E-1,5.868120193E-1
1.096884432E1,5.569908023E-1,2.064653337E-1,4.456602037E-1
1.098551026E1,4.339719117E-1,4.327946305E-1,2.849105299E-1
1.100217620E1,3.586055636E-1,8.324307799E-1,1.528989524E-1
1.101884214E1,3.657454252E-1,1.245638251E0,6.770137697E-2
1.103550807E1,4.028815329E-1,1.506529570E0,5.050069839E-2
1.105217401E1,4.669726193E-1,1.577191114E0,1.385594159E-1
1.106883995E1,4.952336550E-1,1.525993109E0,2.903508246E-1
1.108550589E1,3.623153269E-1,1.374192834E0,4.316903949E-1
1.110217182E1,8.701442927E-2,1.114861608E0,5.144960880E-1
1.111883776E1,-1.438050866E-1,7.612764835E-1,5.192393661E-1
1.113550370E1,-1.913401186E-1,4.584826231E-1,4.502957463E-1
1.115216964E1,-7.244843245E-2,3.796856105E-1,3.182497025E-1
1.116883557E1,1.797493249E-1,4.582189322E-1,2.099648118E-1
1.118550151E1,4.946087599E-1,4.609472454E-1,1.737600267E-1
1.120216745E1,7.210755348E-1,4.008112550E-1,1.268838197E-1
1.121883339E1,7.732077241E-1,3.834186792E-1,7.234829664E-2
1.123549932E1,6.546836495E-1,5.421547890E-1,3.041611612E-2
1.125216526E1,4.027746916E-1,9.010481238E-1,-5.555685610E-3
1.126883120E1,1.918437779E-1,1.258340478E0,1.723883487E-2
1.128549714E1,1.350111961E-1,1.493284345E0,1.400697380E-1
1.130216307E1,1.546099335E-1,1.456360459E0,2.849738002E-1
1.131882901E1,7.967367768E-2,1.080763459E0,4.312298000E-1
1.133549495E1,-1.438791156E-1,5.570340753E-1,5.522398949E-1
1.135216089E1,-3.404972553E-1,4.673984274E-2,5.734856129E-1
1.136882682E1,-2.588471174E-1,-4.236116707E-1,4.215871394E-1
1.138549276E1,5.765184388E-2,-6.569387913E-1,1.454323977E-1
1.140215870E1,4.551736116E-1,-4.733623266E-1,-8.699069917E-2
1.141882464E1,7.706301212E-1,-8.906274289E-2,-1.189745739E-1
1.143549057E1,8.273456693E-1,3.486240506E-1,4.984743521E-2
1.145215651E1,6.517489552E-1,9.360066056E-1,2.438033223E-1
1.146882245E1,4.299290180E-1,1.483064771E0,2.629886270E-1
1.148548839E1,2.895499766E-1,1.698145509E0,1.428388506E-1
1.150215432E1,2.303333431E-1,1.578839898E0,5.603198335E-2
1.151882026E1,3.356534541E-1,1.276372671E0,1.114055328E-2
1.153548620E1,6.884200573E-1,1.097841501E0,-5.424527079E-2
1.155215214E1,9.303238392E-1,1.103660226E0,-6.057757139E-2
1.156881807E1,8.706558347E-1,1.052144170E0,3.492648527E-2
1.158548401E1,6.481383443E-1,8.990011811E-1,1.550844610E-1
1.160214995E1,4.700568914E-1,7.950982451E-1,1.974588335E-1
1.161881589E1,4.750905037E-1,7.653374672E-1,1.389915347E-1
1.163548182E1,6.267671585E-1,7.394494414E-1,4.182228446E-2
1.165214776E1,7.778778076E-1,7.746560574E-1,-4.552115500E-2
1.166881370E1,8.250415325E-1,9.330604076E-1,-1.038505659E-1
1.168547964E1,7.935779095E-1,1.086693406E0,-1.478003561E-1
1.170214557E1,7.185060382E-1,1.077774882E0,-1.762893498E-1
1.171881151E1,5.995178819E-1,9.299692512E-1,-1.808053255E-1
1.173547745E1,4.520359635E-1,7.639864087E-1,-1.394754648E-1
1.175214339E1,3.435311615E-1,6.718367934E-1,-4.160301387E-2
1.176880932E1,3.068934083E-1,6.482971907E-1,3.887289390E-2
1.178547526E1,3.209819198E-1,5.953054428E-1,2.105313167E-2
1.180214120E1,3.473786712E-1,4.268008471E-1,-5.787376314E-2
1.181880714E1,3.829066157E-1,1.696430892E-1,-1.225775704E-1
1.183547307E1,4.191555083E-1,-4.817235749E-3,-1.498233974E-1
1.185213901E1,4.318208992E-1,-1.037955657E-2,-1.677504778E-1
1.186880495E1,3.583340049E-1,8.759815246E-2,-2.132768333E-1
1.188547089E1,1.095384732E-1,2.953724563E-1,-2.858550847E-1
1.190213682E1,-2.496682554E-1,5.959390402E-1,-3.289229572E-1
1.191880276E1,-4.507446885E-1,7.440047860E-1,-3.063637614E-1
1.193546870E1,-5.036163330E-1,7.149868608E-1,-2.428353429E-1
1.195213464E1,-6.528725624E-1,6.911553741E-1,-1.398904622E-1
1.196880057E1,-8.987045884E-1,7.097681165E-1,-2.442129329E-2
1.198546651E1,-1.158685446E0,7.792428136E-1,7.426327467E-2
1.200213245E1,-1.373570085E0,8.829957843E-1,2.299497426E-1
1.201879839E1,-1.412324071E0,9.967637062E-1,4.610860944E-1
1.203546432E1,-1.278686166E0,1.110664248E0,6.626363993E-1
1.205213026E1,-1.178297281E0,1.106496692E0,7.818279266E-1
1.206879620E1,-1.256684184E0,9.256305099E-1,8.120954633E-1
1.208546214E1,-1.421700120E0,6.194580197E-1,7.438982129E-1
1.210212807E1,-1.551547170E0,1.820252687E-1,5.472105742E-1
1.211879401E1,-1.555956960E0,-2.307264656E-1,3.327428997E-1
1.213545995E1,-1.404442430E0,-3.498372138E-1,2.159121335E-1
1.215212589E1,-1.148512244E0,-7.901547849E-2,1.881317198E-1
1.216879182E1,-8.828043938E-1,4.166984260E-1,1.938372254E-1
1.218545776E1,-6.642658114E-1,9.198613763E-1,2.362912297E-1
1.220212370E1,-5.103314519E-1,1.304297686E0,3.197728693E-1
1.221878964E1,-3.681403100E-1,1.554770827E0,4.187074602E-1
1.223545557E1,-1.667191088E-1,1.649471045E0,5.042161345E-1
1.225212151E1,8.356729150E-2,1.593939662E0,5.550401211E-1
1.226878745E1,3.052278757E-1,1.368256927E0,5.542857647E-1
1.228545339E1,4.537701607E-1,1.064219356E0,5.252025723E-1
1.230211932E1,5.095458627E-1,8.154880404E-1,5.105049014E-1
1.231878526E1,4.657121897E-1,6.987348199E-1,5.394215584E-1
1.233545120E1,3.494867384E-1,7.544252872E-1,6.064002514E-1
1.235211714E1,2.016671598E-1,9.232358336E-1,6.639609933E-1
1.236878307E1,9.216775000E-2,1.049129367E0,6.746979952E-1
1.238544901E1,4.477005079E-2,1.159957647E0,6.346139312E-1
1.240211495E1,5.052655935E-2,1.340550661E0,5.972396135E-1
1.241878089E1,7.342673093E-2,1.562302351E0,6.250361204E-1
1.243544682E1,4.937659577E-2,1.666795969E0,6.998835206E-1
1.245211276E1,-3.635692224E-2,1.642815232E0,7.641728520E-1
1.246877870E1,-1.297308058E-1,1.612257242E0,7.808154821E-1
1.248544464E1,-1.683633775E-1,1.622719884E0,7.526775002E-1
1.250211057E1,-1.557662636E-1,1.619761229E0,7.048366666E-1
1.251877651E1,-1.238217950E-1,1.534352422E0,6.418699622E-1
1.253544245E1,-7.521925867E-2,1.421398282E0,5.920792222E-1
1.255210839E1,9.907206520E-3,1.407946706E0,5.849972367E-1
1.256877432E1,1.163396388E-1,1.517786741E0,6.131072640E-1
1.258544026E1,1.959009171E-1,1.624852300E0,6.852326393E-1
