"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.670148932E1,-1.198995948E0,-4.007629678E-2,3.736332357E-1
2.671815526E1,-1.020906210E0,-8.274763227E-1,4.335141778E-1
2.673482120E1,-9.736061692E-1,-1.295465827E0,6.040363312E-1
2.675148714E1,-1.038719773E0,-1.340245843E0,8.728225231E-1
2.676815307E1,-1.225983381E0,-1.043329120E0,1.033364296E0
2.678481901E1,-1.317423224E0,-7.644271255E-1,9.720264673E-1
2.680148495E1,-1.080285192E0,-7.879381776E-1,8.031475544E-1
2.681815089E1,-6.413902640E-1,-9.697598815E-1,7.140004635E-1
2.683481682E1,-2.382492423E-1,-9.954864979E-1,7.313726544E-1
2.685148276E1,-9.191628546E-3,-6.685149670E-1,7.707844377E-1
2.686814870E1,1.065472979E-2,-1.431346685E-1,7.963413000E-1
2.688481464E1,-1.808763146E-1,-5.549214780E-2,8.043287396E-1
2.690148057E1,-6.736453176E-1,-9.874988198E-1,8.479982615E-1
2.691814651E1,-1.114633322E0,-1.367236018E0,9.582150578E-1
2.693481245E1,-1.214408994E0,-7.758021951E-1,1.078575253E0
2.695147839E1,-1.056904793E0,1.560231298E-1,1.176875949E0
2.696814432E1,-7.960682511E-1,6.812062263E-1,1.238038898E0
2.698481026E1,-5.835184455E-1,5.992940068E-1,1.216537118E0
2.700147620E1,-4.484960735E-1,2.431672961E-1,1.096980214E0
2.701814214E1,-3.239721954E-1,-1.043997556E-1,9.020123482E-1
2.703480807E1,-1.844171286E-1,-2.901616693E-1,6.741600037E-1
2.705147401E1,-4.841610417E-2,-2.741124034E-1,4.589459598E-1
2.706813995E1,9.685952961E-2,-6.619671732E-2,3.039116561E-1
2.708480589E1,2.874586582E-1,3.138709664E-1,2.127926350E-1
2.710147182E1,5.347827077E-1,4.982258081E-1,6.574428082E-2
2.711813776E1,7.825658321E-1,5.126819611E-1,-1.385249496E-1
2.713480370E1,9.902606010E-1,6.391745210E-1,-3.425279558E-1
2.715146964E1,1.092499018E0,8.692836165E-1,-5.616906881E-1
2.716813557E1,1.055823803E0,5.592477918E-1,-6.662303805E-1
2.718480151E1,9.538729191E-1,-6.033465266E-1,-2.064478397E-1
2.720146745E1,1.137091875E0,-5.728079677E-1,3.659327328E-1
2.721813339E1,9.289832115E-1,6.046734452E-1,2.105617821E-1
2.723479932E1,7.888891101E-1,1.863579512E0,-2.207859159E-1
2.725146526E1,1.058563471E0,1.824688196E0,-6.366982460E-1
2.726813120E1,1.078476548E0,1.281961679E0,-8.499506712E-1
2.728479714E1,6.567922235E-1,1.432978988E0,-8.138515353E-1
2.730146307E1,3.469066024E-1,1.641072989E0,-6.325999498E-1
2.731812901E1,2.959179282E-1,1.566499472E0,-3.740418255E-1
2.733479495E1,2.717896700E-1,1.342452407E0,-1.236971095E-1
2.735146089E1,1.882567555E-1,1.098027468E0,3.552665561E-2
2.736812682E1,1.275908053E-1,8.887767792E-1,9.596341848E-2
2.738479276E1,1.559445858E-1,6.572890878E-1,5.994627625E-2
2.740145870E1,2.508122623E-1,3.292001486E-1,-4.203420132E-3
2.741812464E1,3.611239791E-1,4.359139502E-2,-2.218962833E-2
2.743479057E1,5.368047357E-1,-1.120924577E-1,-3.290839493E-2
2.745145651E1,7.814968228E-1,-1.145813018E-1,-7.984077930E-2
2.746812245E1,1.024242640E0,-1.966340654E-2,-1.439417601E-1
2.748478839E1,1.183966279E0,-6.699017715E-3,-1.956176758E-1
2.750145432E1,1.211827159E0,-1.315162629E-1,-2.456119955E-1
2.751812026E1,1.136084437E0,-2.916048467E-1,-3.662643135E-1
2.753478620E1,9.696063995E-1,-3.889631033E-1,-5.455331802E-1
2.755145214E1,7.638005614E-1,-4.045859575E-1,-6.589630842E-1
2.756811807E1,6.029201150E-1,-4.115492105E-1,-6.547839046E-1
2.758478401E1,5.481780171E-1,-4.653511643E-1,-5.760042071E-1
2.760144995E1,5.526310802E-1,-4.845829606E-1,-4.768700004E-1
2.761811589E1,5.305930972E-1,-4.034336209E-1,-3.852193654E-1
2.763478182E1,4.564822912E-1,-3.106087446E-1,-3.038817346E-1
2.765144776E1,3.655834198E-1,-3.110313416E-1,-2.017307878E-1
2.766811370E1,3.360425830E-1,-4.589643776E-1,-6.853477657E-2
2.768477964E1,3.927503228E-1,-6.009824276E-1,4.453201964E-2
2.770144557E1,5.142514706E-1,-6.628847718E-1,1.101159900E-1
2.771811151E1,6.709836125E-1,-5.770078301E-1,1.415049732E-1
2.773477745E1,8.019908071E-1,-3.567144275E-1,1.448713392E-1
2.775144339E1,8.550912738E-1,-9.995009750E-2,1.228570640E-1
2.776810932E1,8.003987670E-1,4.409687966E-2,5.264680833E-2
2.778477526E1,6.959013343E-1,1.287862472E-2,-6.133994460E-2
2.780144120E1,6.013329625E-1,-1.261467487E-1,-1.416499615E-1
2.781810714E1,4.818044007E-1,-2.756476700E-1,-1.576542854E-1
2.783477307E1,3.216697574E-1,-3.775234818E-1,-1.617397666E-1
2.785143901E1,1.824274063E-1,-4.620143175E-1,-1.810199022E-1
2.786810495E1,9.885934740E-2,-5.091751218E-1,-2.087754309E-1
2.788477089E1,9.845905006E-2,-5.558244586E-1,-2.236774564E-1
2.790143682E1,1.685142070E-1,-5.921044946E-1,-2.488026023E-1
2.791810276E1,2.473242432E-1,-5.269641876E-1,-2.721948326E-1
2.793476870E1,2.719932199E-1,-3.626249135E-1,-2.984079719E-1
2.795143464E1,2.395683676E-1,-1.975414008E-1,-3.684214652E-1
2.796810057E1,1.694418341E-1,-3.795993701E-2,-4.687650204E-1
2.798476651E1,4.376902804E-2,-9.331377596E-2,-5.542138815E-1
2.800143245E1,-1.149247959E-1,-3.964036703E-1,-5.516904593E-1
2.801809839E1,-3.038205504E-1,-7.755491734E-1,-4.795210958E-1
2.803476432E1,-4.973930418E-1,-8.919003010E-1,-4.097507894E-1
2.805143026E1,-5.706092715E-1,-8.515753150E-1,-3.781451583E-1
2.806809620E1,-4.212842882E-1,-8.792220950E-1,-3.770847917E-1
2.808476214E1,-6.509916484E-2,-8.380756378E-1,-3.780283630E-1
2.810142807E1,2.959124148E-1,-4.266338944E-1,-3.356332183E-1
2.811809401E1,4.037327766E-1,2.964090109E-1,-1.915046871E-1
2.813475995E1,2.242874056E-1,1.019985318E0,5.812384933E-2
2.815142589E1,-1.090883240E-1,1.525467515E0,2.643779516E-1
2.816809182E1,-4.697795510E-1,1.639772177E0,3.150801063E-1
2.818475776E1,-7.454974651E-1,1.285608411E0,2.244861126E-1
2.820142370E1,-9.129489064E-1,6.982670426E-1,1.116831452E-1
2.821808964E1,-1.026660323E0,1.863622814E-1,7.211048156E-2
2.823475557E1,-1.280758858E0,-8.319425583E-2,6.701935828E-2
2.825142151E1,-1.738706470E0,-9.748025984E-2,-7.545836270E-4
2.826808745E1,-2.173506260E0,1.082044318E-1,-1.428189874E-1
2.828475339E1,-2.346889496E0,3.956333995E-1,-2.448629439E-1
2.830141932E1,-2.254920006E0,5.646703839E-1,-1.895993948E-1
2.831808526E1,-2.021794319E0,4.743164480E-1,3.755854443E-2
2.833475120E1,-1.861948609E0,1.868282855E-1,3.714467883E-1
2.835141714E1,-1.792500615E0,-1.322075874E-1,6.746388078E-1
2.836808307E1,-1.674047828E0,-4.060224295E-1,8.449320793E-1
2.838474901E1,-1.376455903E0,-6.720399857E-1,8.902717829E-1
2.840141495E1,-1.013301969E0,-7.664132118E-1,9.044926763E-1
2.841808089E1,-7.527458668E-1,-7.487106919E-1,8.736473322E-1
2.843474682E1,-5.177470446E-1,-8.900966644E-1,7.657492757E-1
2.845141276E1,-1.130987927E-1,-1.245595098E0,5.858989954E-1
2.846807870E1,4.156206846E-1,-1.470690846E0,4.277637303E-1
2.848474464E1,7.721794248E-1,-1.263746858E0,4.521192610E-1
2.850141057E1,7.905633450E-1,-8.674449325E-1,6.044154763E-1
2.851807651E1,3.935078681E-1,-7.714574933E-1,7.695068121E-1
2.853474245E1,-3.208805323E-1,-8.696764112E-1,8.778430223E-1
2.855140839E1,-9.196214080E-1,-4.549510777E-1,9.281082153E-1
2.856807432E1,-1.216797948E0,4.739564657E-1,9.292641282E-1
2.858474026E1,-1.224335432E0,1.390885234E0,8.973404169E-1
2.860140620E1,-1.023115993E0,1.825672746E0,8.413342237E-1
2.861807214E1,-7.314847112E-1,1.645741224E0,7.612853646E-1
2.863473807E1,-4.054532051E-1,1.036523819E0,6.400247812E-1
2.865140401E1,-9.001623094E-2,2.983086705E-1,4.786376357E-1
2.866806995E1,1.728612781E-1,-1.942845285E-1,3.439783752E-1
2.868473589E1,3.349989951E-1,-3.367868960E-1,2.660709620E-1
2.870140182E1,3.870417178E-1,-2.636138499E-1,2.429807782E-1
2.871806776E1,3.800740540E-1,7.941515744E-2,2.315297723E-1
2.873473370E1,4.102810621E-1,5.824577212E-1,1.296112239E-1
2.875139964E1,5.320544839E-1,8.533608913E-1,-4.152187705E-2
2.876806557E1,6.515832543E-1,8.281592727E-1,-1.998366714E-1
2.878473151E1,6.552758217E-1,7.033681273E-1,-3.882436454E-1
2.880139745E1,5.498496890E-1,5.936675668E-1,-5.920560360E-1
2.881806339E1,6.424266696E-1,-1.621630937E-1,-5.306854248E-1
2.883472932E1,1.148674726E0,-1.264945745E0,-8.259688318E-2
2.885139526E1,1.224968314E0,-7.379007936E-1,1.931384504E-1
2.886806120E1,7.455039620E-1,9.911792278E-1,1.001999527E-1
2.888472714E1,4.117326140E-1,1.522329688E0,-1.309115291E-1
2.890139307E1,5.749233365E-1,7.261075377E-1,-3.642092049E-1
2.891805901E1,6.963716149E-1,2.420085818E-1,-5.585830808E-1
2.893472495E1,7.230176926E-1,2.655615807E-1,-6.981484294E-1
2.895139089E1,7.415712476E-1,4.276600480E-1,-7.438563108E-1
2.896805682E1,6.480649114E-1,7.071751952E-1,-6.724457145E-1
2.898472276E1,4.945744276E-1,1.003960133E0,-4.595023096E-1
2.900138870E1,4.460790753E-1,1.125842094E0,-1.464506388E-1
2.901805464E1,4.938721955E-1,1.041818857E0,1.197541729E-1
2.903472057E1,5.382664800E-1,8.339814544E-1,2.365413904E-1
2.905138651E1,5.331485271E-1,5.742948651E-1,2.218594253E-1
2.906805245E1,5.180368423E-1,3.444837332E-1,1.744562984E-1
2.908471839E1,5.194309354E-1,1.723145545E-1,1.480917037E-1
2.910138432E1,5.547527671E-1,1.298284233E-1,8.673930168E-2
2.911805026E1,6.487487555E-1,1.781707704E-1,-2.989570796E-2
2.913471620E1,7.267143130E-1,2.288223207E-1,-1.877499223E-1
2.915138214E1,7.448238730E-1,2.672789097E-1,-3.224492967E-1
2.916804807E1,7.588951588E-1,2.252740711E-1,-3.622537255E-1
2.918471401E1,8.099577427E-1,-4.736798257E-2,-3.040512204E-1
2.920137995E1,8.875906467E-1,-3.748401403E-1,-1.941895485E-1
2.921804589E1,9.318885207E-1,-5.079712272E-1,-1.059207395E-1
2.923471182E1,9.212965369E-1,-4.826865196E-1,-8.029647171E-2
2.925137776E1,8.846425414E-1,-4.336520433E-1,-1.050321385E-1
2.926804370E1,8.490316868E-1,-4.278720915E-1,-1.408683062E-1
2.928470964E1,7.786913514E-1,-4.790642262E-1,-1.721091568E-1
2.930137557E1,6.785809994E-1,-4.465243816E-1,-1.974850595E-1
2.931804151E1,5.502591133E-1,-3.482457697E-1,-2.146506608E-1
2.933470745E1,4.439349473E-1,-3.160606623E-1,-2.235055566E-1
2.935137339E1,4.515230060E-1,-4.304360747E-1,-2.150296271E-1
2.936803932E1,5.980312824E-1,-6.210166216E-1,-2.012798488E-1
2.938470526E1,7.527913451E-1,-7.265346646E-1,-1.806046963E-1
2.940137120E1,8.052580357E-1,-6.329979897E-1,-1.418338120E-1
2.941803714E1,7.681221962E-1,-3.672172427E-1,-8.976290375E-2
2.943470307E1,7.000772953E-1,-1.596329547E-2,-4.815269262E-2
2.945136901E1,6.494590640E-1,2.024051845E-1,-4.878915846E-2
2.946803495E1,5.547779202E-1,1.206838638E-1,-9.080298990E-2
2.948470089E1,4.134067297E-1,-1.371113211E-1,-1.244878396E-1
2.950136682E1,2.479005456E-1,-2.948078215E-1,-1.500476301E-1
2.951803276E1,8.953120559E-2,-3.496803343E-1,-1.679871678E-1
2.953469870E1,1.019691769E-2,-3.731049299E-1,-2.083896995E-1
2.955136464E1,2.920379490E-2,-3.724352419E-1,-2.819447815E-1
2.956803057E1,1.013474986E-1,-2.612637579E-1,-3.448489010E-1
2.958469651E1,1.698014140E-1,-2.161611803E-2,-3.385808766E-1
2.960136245E1,2.121296525E-1,1.513187438E-1,-2.743674219E-1
2.961802839E1,2.152335942E-1,2.032510936E-1,-2.406051457E-1
2.963469432E1,1.910435259E-1,1.873896867E-1,-2.525478005E-1
2.965136026E1,1.625086367E-1,1.192331463E-1,-2.678708136E-1
2.966802620E1,1.182153374E-1,-9.218703955E-3,-2.570163310E-1
2.968469214E1,6.093335152E-2,-1.746524125E-1,-2.484981716E-1
2.970135807E1,-2.328212932E-2,-3.194126189E-1,-3.064020276E-1
2.971802401E1,-4.626860097E-2,-2.523609698E-1,-3.904982209E-1
2.973468995E1,7.405523211E-2,6.053045765E-2,-4.584913552E-1
2.975135589E1,1.764611006E-1,4.744035006E-1,-4.447464049E-1
2.976802182E1,5.843915045E-2,7.618690133E-1,-3.041674495E-1
2.978468776E1,-1.575847566E-1,7.557513118E-1,-7.560275495E-2
2.980135370E1,-2.663757801E-1,5.008699894E-1,1.411893070E-1
2.981801964E1,-2.546605766E-1,1.519882530E-1,2.294560075E-1
2.983468557E1,-1.493304670E-1,-1.793810427E-1,1.785670221E-1
2.985135151E1,6.971863657E-2,-4.099206924E-1,6.037904322E-2
2.986801745E1,2.986221910E-1,-4.271722436E-1,-4.295714200E-2
2.988468339E1,3.366699219E-1,-2.665949464E-1,-4.182094336E-2
2.990134932E1,7.688461244E-2,-7.852476090E-2,1.211525127E-1
2.991801526E1,-4.269117117E-1,9.451784194E-2,3.148294389E-1
2.993468120E1,-1.044196367E0,3.704441786E-1,2.088252902E-1
2.995134714E1,-1.624528646E0,8.690366149E-1,-2.735619247E-2
2.996801307E1,-2.047059059E0,1.440360785E0,-1.925036311E-1
2.998467901E1,-2.215814114E0,1.881101012E0,-2.425735295E-1
3.000134495E1,-2.106983185E0,2.100659370E0,-1.802445352E-1
3.001801089E1,-1.766524673E0,2.100338459E0,-1.979503408E-2
3.003467682E1,-1.288233161E0,1.841004729E0,2.086654603E-1
3.005134276E1,-8.215646744E-1,1.291420341E0,4.326046407E-1
3.006800870E1,-5.657228231E-1,6.666937470E-1,5.561013222E-1
3.008467464E1,-6.053317189E-1,3.510645330E-1,5.960320234E-1
3.010134057E1,-7.716803551E-1,4.196963012E-1,6.110897660E-1
3.011800651E1,-8.878888488E-1,6.292971969E-1,5.982527733E-1
3.013467245E1,-9.055787921E-1,7.418044209E-1,5.661361217E-1
3.015133839E1,-7.879030704E-1,6.931455135E-1,5.595285892E-1
3.016800432E1,-5.304452777E-1,4.826320112E-1,6.024957895E-1
3.018467026E1,-2.149438560E-1,2.327166051E-1,6.893208623E-1
3.020133620E1,5.742174014E-2,1.506123394E-1,7.456656694E-1
3.021800214E1,2.354190946E-1,2.961261868E-1,7.316964865E-1
3.023466807E1,3.002697527E-1,4.675378799E-1,6.691571474E-1
3.025133401E1,2.616592050E-1,5.169458389E-1,5.753305554E-1
3.026799995E1,1.991830468E-1,3.856304288E-1,4.673444629E-1
3.028466589E1,1.906988323E-1,1.018945649E-1,3.762680888E-1
3.030133182E1,2.344037890E-1,-1.821253002E-1,3.161103427E-1
3.031799776E1,2.938905656E-1,-3.455510139E-1,2.868686616E-1
3.033466370E1,3.327078223E-1,-3.065799773E-1,3.047781587E-1
3.035132964E1,3.134634495E-1,-3.244305030E-2,3.688100576E-1
3.036799557E1,2.045407891E-1,4.202587605E-1,4.517941177E-1
3.038466151E1,3.491040692E-2,8.720330596E-1,5.002430081E-1
3.040132745E1,-1.128223613E-1,1.119994044E0,4.569196403E-1
3.041799339E1,-1.653481573E-1,1.133812666E0,3.299732506E-1
3.043465932E1,-8.812568337E-2,1.024575353E0,1.973774135E-1
3.045132526E1,7.502379268E-2,9.299973845E-1,1.404635012E-1
3.046799120E1,2.527629435E-1,9.062972069E-1,1.660361588E-1
3.048465714E1,4.039506316E-1,9.141342640E-1,2.515457571E-1
3.050132307E1,5.041574836E-1,8.971900344E-1,3.385208249E-1
3.051798901E1,5.565766096E-1,8.870108128E-1,3.735312521E-1
3.053465495E1,5.681926608E-1,9.297325611E-1,3.422536850E-1
3.055132089E1,5.336565375E-1,1.011374831E0,2.950091660E-1
3.056798682E1,4.609918594E-1,1.090616941E0,2.628385425E-1
3.058465276E1,3.892403841E-1,1.131209016E0,2.518370748E-1
3.060131870E1,3.407259285E-1,1.124053597E0,2.511106730E-1
3.061798464E1,3.321020901E-1,1.105761170E0,2.218649983E-1
3.063465057E1,3.628396094E-1,1.064710736E0,1.750170588E-1
3.065131651E1,4.040096104E-1,9.568212032E-1,1.638855040E-1
3.066798245E1,4.069840312E-1,7.916720510E-1,2.009734213E-1
3.068464839E1,3.715002835E-1,6.491360068E-1,2.775524259E-1
3.070131432E1,3.057962060E-1,6.263210177E-1,3.373840153E-1
3.071798026E1,2.254192829E-1,7.515011430E-1,3.360581100E-1
3.073464620E1,1.555416882E-1,9.607378840E-1,3.382907212E-1
3.075131214E1,1.071441323E-1,1.066418648E0,3.634136021E-1
3.076797807E1,9.455923736E-2,1.039201140E0,3.732788265E-1
3.078464401E1,1.458195150E-1,1.016454935E0,4.341823459E-1
3.080130995E1,2.139212787E-1,1.043297410E0,5.186978579E-1
3.081797589E1,2.250468880E-1,1.056208253E0,4.821485877E-1
3.083464182E1,1.292838901E-1,1.002088189E0,3.145590723E-1
3.085130776E1,-8.220843226E-2,7.909846902E-1,1.468347013E-1
3.086797370E1,-3.092307746E-1,3.552167416E-1,4.377624765E-2
3.088463964E1,-3.950158060E-1,-1.977291554E-1,3.401186317E-2
3.090130557E1,-2.617058158E-1,-8.059212565E-1,8.441077173E-2
3.091797151E1,-5.769912153E-3,-1.085931420E0,1.012746170E-1
3.093463745E1,2.550655603E-1,-6.269164085E-1,8.416626602E-2
3.095130339E1,6.052136421E-1,3.237094581E-1,1.155653447E-1
3.096796932E1,8.804056644E-1,1.148068786E0,1.379320323E-1
3.098463526E1,8.590639234E-1,1.606403589E0,1.257876158E-1
3.100130120E1,6.835913658E-1,1.749786735E0,1.016109288E-1
3.101796714E1,6.119884849E-1,1.661615252E0,4.220981523E-2
3.103463307E1,6.849161983E-1,1.487135053E0,-3.362847865E-2
3.105129901E1,7.443023324E-1,1.243640423E0,-6.421256810E-2
3.106796495E1,7.199037075E-1,9.026520252E-1,-1.737050340E-2
3.108463089E1,6.440497041E-1,5.454427004E-1,4.020493105E-2
3.110129682E1,5.197224021E-1,3.334212899E-1,6.909891963E-2
3.111796276E1,3.450681269E-1,2.864447236E-1,7.136040926E-2
3.113462870E1,1.719701886E-1,2.548248470E-1,3.110022843E-2
3.115129464E1,7.925235480E-2,1.799835116E-1,-3.044223785E-2
3.116796057E1,9.241084009E-2,1.563211828E-1,-8.233796060E-2
3.118462651E1,2.075919062E-1,2.659823895E-1,-1.353285611E-1
3.120129245E1,3.708655238E-1,4.826911688E-1,-1.795241237E-1
3.121795839E1,4.892731905E-1,6.903410554E-1,-2.015004158E-1
3.123462432E1,5.161632895E-1,7.802019119E-1,-1.984051466E-1
3.125129026E1,4.965066314E-1,7.561778426E-1,-1.873982251E-1
3.126795620E1,4.928479493E-1,6.907477379E-1,-1.774628758E-1
3.128462214E1,5.150663853E-1,5.978689194E-1,-1.324186623E-1
3.130128807E1,5.320408940E-1,5.032673478E-1,-6.080467999E-2
3.131795401E1,4.917012751E-1,4.776416719E-1,-3.663794696E-2
3.133461995E1,4.125630856E-1,4.835198522E-1,-6.653650105E-2
3.135128589E1,3.256894946E-1,4.324969649E-1,-1.174687967E-1
3.136795182E1,2.705689073E-1,3.129330873E-1,-1.720056534E-1
3.138461776E1,2.322274595E-1,2.350653112E-1,-2.275190651E-1
3.140128370E1,1.912356764E-1,2.370870560E-1,-2.634747922E-1
3.141794964E1,1.874683052E-1,3.213891983E-1,-2.620671391E-1
3.143461557E1,2.312086374E-1,4.608727694E-1,-2.504930198E-1
3.145128151E1,2.097611576E-1,6.220967174E-1,-2.541597486E-1
3.146794745E1,2.609170973E-2,7.371718884E-1,-2.505559623E-1
3.148461339E1,-2.087068856E-1,7.699596286E-1,-1.786092818E-1
3.150127932E1,-3.739209175E-1,6.532309055E-1,-4.577206075E-2
3.151794526E1,-5.687239766E-1,5.741493106E-1,7.268553972E-2
3.153461120E1,-7.596291900E-1,6.756298542E-1,1.875813007E-1
3.155127714E1,-8.646440506E-1,7.899444103E-1,3.243631423E-1
3.156794307E1,-9.976426363E-1,8.779729009E-1,4.569910467E-1
3.158460901E1,-1.256557345E0,1.144921660E0,5.307812095E-1
3.160127495E1,-1.529479742E0,1.592788100E0,5.595967174E-1
3.161794089E1,-1.707178354E0,1.988922000E0,5.687472820E-1
3.163460682E1,-1.845017791E0,2.101270199E0,5.705165863E-1
3.165127276E1,-1.916102648E0,1.896805644E0,5.801630616E-1
3.166793870E1,-1.827950239E0,1.556969523E0,6.179194450E-1
3.168460464E1,-1.612033486E0,1.224601388E0,6.837122440E-1
3.170127057E1,-1.360622048E0,9.990887046E-1,7.239401340E-1
3.171793651E1,-1.132463813E0,8.708989024E-1,7.118700743E-1
3.173460245E1,-9.487290978E-1,8.678708673E-1,6.854692101E-1
3.175126839E1,-8.397173882E-1,9.370673299E-1,6.755353808E-1
3.176793432E1,-7.043161988E-1,9.562795162E-1,7.028450370E-1
3.178460026E1,-4.067860246E-1,9.131796360E-1,7.710100412E-1
3.180126620E1,2.974240854E-2,8.367105126E-1,8.637431264E-1
3.181793214E1,4.515000582E-1,7.878525853E-1,9.803597927E-1
3.183459807E1,6.843127608E-1,8.938593268E-1,1.129319191E0
3.185126401E1,6.865689754E-1,1.169123530E0,1.296941161E0
3.186792995E1,5.362828374E-1,1.412679791E0,1.430954814E0
3.188459589E1,3.058125973E-1,1.466051459E0,1.494273305E0
3.190126182E1,7.466659695E-2,1.483016610E0,1.487247348E0
3.191792776E1,-6.379125267E-2,1.628681779E0,1.388626695E0
3.193459370E1,-7.632802427E-2,1.841509223E0,1.203723192E0
3.195125964E1,2.296036854E-2,1.981628180E0,9.792163968E-1
3.196792557E1,1.667382419E-1,1.979079366E0,7.562823296E-1
3.198459151E1,2.961319685E-1,1.878310323E0,6.169663668E-1
3.200125745E1,3.818588555E-1,1.767585993E0,5.995302200E-1
3.201792339E1,4.384939969E-1,1.696192145E0,6.316102147E-1
3.203458932E1,5.006000400E-1,1.633850813E0,6.370506287E-1
3.205125526E1,5.969920754E-1,1.528992057E0,5.800396204E-1
3.206792120E1,7.142226696E-1,1.395049214E0,4.835391939E-1
3.208458714E1,7.990227342E-1,1.374912620E0,4.246528745E-1
3.210125307E1,8.323500156E-1,1.597882390E0,4.326473773E-1
3.211791901E1,8.264810443E-1,1.981394172E0,4.825304151E-1
3.213458495E1,7.394168377E-1,2.296321869E0,5.667988658E-1
3.215125089E1,4.600988626E-1,2.394511461E0,6.923023462E-1
3.216791682E1,6.867441535E-2,2.205663681E0,8.039310575E-1
3.218458276E1,-2.276481390E-1,1.735937834E0,8.651823997E-1
3.220124870E1,-3.302558064E-1,1.288873672E0,8.459115028E-1
3.221791464E1,-2.537260652E-1,1.111803293E0,7.435368299E-1
3.223458057E1,-7.130128145E-2,1.185382962E0,6.347376108E-1
3.225124651E1,1.035220399E-1,1.355399847E0,5.731271505E-1
3.226791245E1,1.502702087E-1,1.486620069E0,5.581524968E-1
3.228457839E1,-6.868130527E-3,1.546992421E0,6.574000716E-1
3.230124432E1,-2.616304159E-1,1.426648498E0,8.104315996E-1
3.231791026E1,-4.873338342E-1,1.127027154E0,8.190989494E-1
3.233457620E1,-3.843419254E-1,9.084432125E-1,7.007476091E-1
3.235124214E1,4.466976523E-1,1.031976342E0,6.250830293E-1
3.236790807E1,1.390236974E0,1.515514135E0,5.764294863E-1
3.238457401E1,1.573509932E0,1.898393750E0,4.413642287E-1
3.240123995E1,1.172934175E0,2.002257586E0,2.986322343E-1
3.241790589E1,6.770942807E-1,1.672266603E0,2.179177701E-1
3.243457182E1,4.129964113E-1,1.062515497E0,1.992232800E-1
3.245123776E1,5.605780482E-1,7.458402514E-1,1.882485747E-1
3.246790370E1,9.920995831E-1,9.957112670E-1,6.433289498E-2
3.248456964E1,1.164651275E0,1.393724203E0,-5.420158058E-2
3.250123557E1,8.979940414E-1,1.470513463E0,-4.205331206E-2
3.251790151E1,5.275200009E-1,1.238525271E0,2.541358769E-2
3.253456745E1,3.695560694E-1,9.248237014E-1,1.461677440E-2
3.255123339E1,3.794772029E-1,7.645286918E-1,-1.880484447E-2
3.256789932E1,3.067694902E-1,7.037578225E-1,3.448528796E-2
3.258456526E1,1.446818560E-1,5.465756655E-1,1.465880275E-1
3.260123120E1,5.418910459E-2,3.255318999E-1,2.706497014E-1
3.261789714E1,7.539603114E-2,7.051688433E-2,3.419845998E-1
3.263456307E1,1.582777947E-1,-1.246855929E-1,3.259345889E-1
3.265122901E1,2.561615109E-1,-1.921594590E-1,2.645110488E-1
3.266789495E1,3.556467593E-1,-1.557861865E-1,1.971229315E-1
3.268456089E1,4.518889487E-1,-2.559452131E-2,1.205227673E-1
3.270122682E1,5.496430993E-1,2.503507435E-1,5.904882401E-2
3.271789276E1,6.537896991E-1,6.176969409E-1,2.953803539E-2
3.273455870E1,7.521594167E-1,9.122219682E-1,-1.204475760E-3
3.275122464E1,8.423505425E-1,1.069195271E0,-1.857912913E-2
3.276789057E1,9.253175855E-1,1.061571002E0,4.851792008E-3
3.278455651E1,9.147446156E-1,9.562718868E-1,4.868410900E-2
3.280122245E1,7.615194321E-1,8.170701861E-1,1.009467691E-1
3.281788839E1,5.506010652E-1,6.849145293E-1,1.639025509E-1
3.283455432E1,3.969340622E-1,5.744326115E-1,2.067756653E-1
3.285122026E1,3.028848767E-1,4.942188859E-1,2.036432922E-1
3.286788620E1,2.475512326E-1,4.108595252E-1,1.793105900E-1
3.288455214E1,2.256031632E-1,2.844729722E-1,1.440057904E-1
3.290121807E1,2.343492508E-1,1.812336892E-1,8.870825171E-2
3.291788401E1,2.657150030E-1,2.171125114E-1,1.762946881E-2
3.293454995E1,3.226875663E-1,2.925125957E-1,-5.538854748E-2
3.295121589E1,3.379280567E-1,2.617936730E-1,-1.479398310E-1
3.296788182E1,2.477707416E-1,1.093533784E-1,-2.477420270E-1
3.298454776E1,7.106768340E-2,-9.751987457E-2,-3.100597262E-1
3.300121370E1,-1.015713960E-1,-2.764921486E-1,-3.333508372E-1
3.301787964E1,-1.544544250E-1,-3.802275956E-1,-3.322124779E-1
3.303454557E1,-9.579498321E-2,-4.064717293E-1,-3.059751093E-1
3.305121151E1,-4.168519750E-2,-3.732928038E-1,-2.564158142E-1
3.306787745E1,1.139477082E-2,-2.625629604E-1,-1.982260942E-1
3.308454339E1,1.194096655E-1,-2.326518856E-2,-1.836476624E-1
3.310120932E1,2.399631441E-1,2.620424628E-1,-1.775520146E-1
3.311787526E1,2.976492941E-1,4.814257324E-1,-1.334896684E-1
3.313454120E1,3.261420131E-1,6.190702319E-1,-8.476251364E-2
3.315120714E1,3.227331340E-1,6.690841317E-1,-8.411455899E-2
3.316787307E1,1.615243703E-1,5.742638707E-1,-7.223963737E-2
3.318453901E1,-2.435566187E-1,3.363983333E-1,6.255282089E-3
3.320120495E1,-7.831475735E-1,4.532715306E-2,9.316155314E-2
